,Tweet_text,date,username,retweets,hashtags,uni_handle,compound,Sentiment
306,Alumni Achievement Read More @https://tcrn.ch/2yNXybv #BITSPilani #BITSians #BITSAlumniRelations,2020-05-15 14:37:28+00:00,bitspilaniindia,2,#BITSPilani #BITSians #BITSAlumniRelations,1.0,0.0,Neutral
307,Birla Institute of Technology and science (Bits) -Pilani #rajasthanpalaces #royalrajasthan #rajasthantourism #rajasthaniculture #cultureofrajasthan #facebook #twitter #instagram #rajasthanpalaces,2020-05-15 12:11:18+00:00,e_rajasthan,0,#rajasthanpalaces #royalrajasthan #rajasthantourism #rajasthaniculture #cultureofrajasthan #facebook #twitter #instagram #rajasthanpalaces,0.0,0.0,Neutral
308,"Excellent that someone actually did this survey @DU! The student body is different from places like IIT, BITS Pilani, IIIT (where 20-30 major cities ~90% of the intake; paid sky high coaching fees) - DU is a lot more diverse; many are from rual and unwired areas; really poor. ",2020-05-15 11:17:12+00:00,learning_pt,3,,0.0,0.4765,Positive
309,The Story Behind BITS Pilani’s Girls’ Hostel Curfew Removal ,2020-05-15 08:37:55+00:00,nina_agtey,1,,0.0,0.0,Neutral
310,BITS Pilani has opened the window to correct the application form of BITSAT 2020 today i.e. 15 May 2020. Correct your application form here : https://educationasia.in/notice-details/bitsat-2020-application-correction-window-opens-edit-till-20-may #BITS #BITSAT #Exams2020 #careeradvice #entrance #education #applicationform,2020-05-15 08:30:20+00:00,educationasia_i,0,#BITS #BITSAT #Exams2020 #careeradvice #entrance #education #applicationform,0.0,0.0,Neutral
311,"Hi, Sir, I have been trying to reach you. I'm a student from BITS Pilani currently working with professor Soumodip Sarkar from Universidade de Evora on the impact of COVID on Migrant Labor. Would love to connect with you and discuss our research.",2020-05-15 07:20:03+00:00,SaahilDhaka,0,,0.0,0.6486,Positive
312,"#BITSAT #BITSPILANI Form corrections are available, https://admission.aglasem.com/bitsat-application-form-correction/ #aglasem",2020-05-15 05:10:31+00:00,Sheikh_Shabana_,0,#BITSAT #BITSPILANI #aglasem,0.0,0.0,Neutral
313,"Yes... For us BITS Pilani university conducted all their online classes for Work Integrated Learning via Cisco Webex. Hundreds of students could login from across geos. Chat, recording available.",2020-05-14 17:58:15+00:00,dwarakiMN,0,,0.0,0.4019,Positive
314,HAHAHAHAHAH he did his masters at wharton & my mom did hers at mit but he went to bits pilani for college cause he forgot to apply its a whole thing,2020-05-14 17:10:11+00:00,alewifehalsey,0,,0.0,0.0,Neutral
315,BITS Pilani will open the window for online application correction for BITSAT 2020 tomorrow i.e. on 15 May (10 AM). Correct application form here : https://educationasia.in/notice-details/bitsat-2020-application-correction-window-opens-tomorrow #BITS #BITSAT #Exams2020 #admissions #careermode #entrance #collegelife,2020-05-14 07:41:22+00:00,educationasia_i,0,#BITS #BITSAT #Exams2020 #admissions #careermode #entrance #collegelife,0.0,0.0,Neutral
316,"This temple is center point of BHU campus. On the other hand, when we are speaking about college campus and spendid temple, it would be worth mentioning Sharda peeth temple at #BitsPilani Here's a thread ",2020-05-14 07:12:28+00:00,_Ram_ji,0,#BitsPilani,0.0,0.6249,Positive
317,"a C in midsem to B as the final http://grade.PS: Someone please show this to Kannan if you can :')"" -BITS Pilani",2020-05-13 17:22:03+00:00,FessionsBrown,0,,0.0,0.3182,Positive
318,"Mr. Chavan, you have only brought disgrace to BITS, Pilani. Parasites live on others blood and not the hardworking men. @Sanjay_Dixit",2020-05-13 12:29:38+00:00,ManuRishi13,0,,0.0,-0.4939,Negative
319,This BITS Pilani prof has formulated a mouthwash that might help you avoid getting COVID-19. Here's how https://www.edexlive.com/news/2020/apr/02/this-bits-pilani-prof-has-formulated-a-mouthwash-that-might-help-you-avoid-getting-covid-19-heres-11051.html via @xpress_edex,2020-05-13 10:52:56+00:00,KayZoneReddy,0,,0.0,0.128,Positive
320,engineering from bits pilani ,2020-05-13 08:40:13+00:00,taulibgulzar,0,,0.0,0.0,Neutral
321,"bhayee leave apart ias ,how come he became an engineer that too from bits pilani",2020-05-13 07:11:22+00:00,taulibgulzar,0,,0.0,-0.0516,Negative
322,BITS Pilani Recruitment 2020 Junior Research Fellow 01 Post ,2020-05-13 04:24:49+00:00,ingovtnaukri,0,,0.0,0.0,Neutral
323,Do you know what it means to get admission in BITS Pilani. It is equivalent to Stanford of US and he is IAS also. Go get a life and do your never ending cheap fake jobs,2020-05-13 04:04:02+00:00,raina_kp,0,,0.0,0.3724,Positive
324,@BITSPILANI can you remove his degree or shut yourself,2020-05-13 01:01:11+00:00,megaforcekv,0,,0.0,0.0,Neutral
325,@KTRTRS I am a resident of boduppal medchal district i am a student studying in bits pilani and I want to tell that I'm amazed how the government is using this lockdown to layout roads so beautifully just wanted to thank you and Telangana government,2020-05-12 15:16:29+00:00,Pepo_pavan_7,1,,0.0,0.8943,Positive
326,"*V-TALKS* SO, we are here with our very first guest, Dr. M. K. KAUSHIK phD Bits Pilani Hyderabad CEO, an excellent personality with extreme spirit of inspiration. IF YOU WANT TO ASK ANY QUESTIONS PLEASE CLICK THE LINK AND ASK. @VIBA___ https://docs.google.com/forms/d/1spjcipilcXonelTDqYjfW2Kv5MjNA_kD7aL6JPBPbis/edit?usp=drivesdk",2020-05-12 15:16:25+00:00,KATHINIKHIL1,0,,0.0,0.9249,Positive
327,BITSian COVID-19 Initiative #BITSPilani #BITSians #BITSAlumniRelations,2020-05-12 14:12:29+00:00,bitspilaniindia,2,#BITSPilani #BITSians #BITSAlumniRelations,1.0,0.0,Neutral
328,BITS Pilani Research Assistant Job – Biological &amp; Life Science Eligible http://dlvr.it/RWTq8N,2020-05-12 10:46:33+00:00,biotecnika,0,,0.0,0.0,Neutral
329,BITS Pilani will open the window for online application correction for BITSAT 2020. Correct your application form here : https://educationasia.in/notice-details/bitsat-2020-application-editing-window-opens-on-15-may-check-details #BITSAT #EngineeringInspiration #registration #BITS #exam,2020-05-12 06:20:38+00:00,educationasia_i,0,#BITSAT #EngineeringInspiration #registration #BITS #exam,0.0,0.0,Neutral
330,"BITS-Pilani, Hyderabad Campus, Wanted Research Assistant ",2020-05-12 06:15:12+00:00,princdurai,0,,0.0,0.0,Neutral
331,"We, at Code Tigers, are glad to present Prof. Souvik Bhattacharyya as our keynote speaker. Prof. Souvik Bhattacharyya is the vice-chancellor of BITS Pilani #decov2020 #codetigers2020",2020-05-11 22:52:02+00:00,code_tigers,0,#decov2020 #codetigers2020,0.0,0.4588,Positive
332,New Post!!! Follow the link provided BITS Pilani Research Assistant Online Form 2020 ,2020-05-11 18:16:56+00:00,1stsarkari,0,,0.0,0.0,Neutral
333,"""We have a girls school inside our campus. Last year in our college fest I hooked up with a girl which I later got to know was a new teacher in that school. Well let’s just say we kept each other busy for quite a few months"" -BITS Pilani",2020-05-11 17:33:32+00:00,FessionsBrown,0,,0.0,0.2732,Positive
334,"JOB POST: Research Assistant at BITS Pilani, Hyderabad Campus: Apply by May 22 ",2020-05-11 14:22:42+00:00,noticebard,0,,0.0,0.0,Neutral
335,BITSian COVID-19 Initiative #BITSPilani #BITSians #BITSAlumniRelations,2020-05-11 10:48:21+00:00,bitspilaniindia,1,#BITSPilani #BITSians #BITSAlumniRelations,1.0,0.0,Neutral
336,"check the EE, math, CS recruiters at the top 10 IITs or even BITS Pilani/IIIT Hyderabad. - entry level jobs (first 2-3 yrs) will ALWAYS have a lot of grunt work - 4-5 yrs down the line, at least some fraction of work gets reasonably complex Infosys is just a bulk recruiter",2020-05-11 08:48:24+00:00,learning_pt,0,,0.0,0.2023,Positive
337,Pharmacy is one of the most demanding courses among the students these days. #jamiahamdard #jamiahamdarduniversity #careerthirst #nipermohali #pharmacycollege #ictmumbai #bitspilani #manipaluniversity #srmuniversity #jssmysore #niperhyderabad #free_counselling #careerafter12th .,2020-05-10 18:35:50+00:00,careerthirst,0,#jamiahamdard #jamiahamdarduniversity #careerthirst #nipermohali #pharmacycollege #ictmumbai #bitspilani #manipaluniversity #srmuniversity #jssmysore #niperhyderabad #free_counselling #careerafter12th,0.0,-0.2944,Negative
338,"https://youtu.be/Yj4UHc4rFCA YouTube link of the webinar. Career in NGO Sector for graduates By, Syed Munawar, http://M.Tech (BITS Pilani), General Secretary, Career Guidance Council(CGC). #NGO #CareerAdvice #webinar #Webinars *Subscribe to our youtube channel*",2020-05-10 16:58:56+00:00,CGC_NGO,4,#NGO #CareerAdvice #webinar #Webinars,0.0,0.0,Neutral
339,"Something I wonder how a man can be so multidimensionally talented and of versatile aptitude . You absolutely light up people's lives and you have an amazing personality, chief. Moreover you're bio says it all Medical consultant BITS Pilani, Chairman Vidya Vihar Municipal Board.",2020-05-10 16:47:16+00:00,Deepesh_Lamba,0,,0.0,0.8115,Positive
340,Alumni Achievement Read More @https://bit.ly/3box7q8 #BITSPilani #BITSians #BITSAlumniRelations,2020-05-10 11:57:45+00:00,bitspilaniindia,1,#BITSPilani #BITSians #BITSAlumniRelations,1.0,0.0,Neutral
341,"@PMOIndia @narendramodi I am a final year student of BITS Pilani, doing my 6 months internship program in Noida. I stay in a PG. Due to lockdown I am stuck here and as my internship is going to get over on 8th June'20, I won't have any source of income to stay here. pls help.",2020-05-10 08:24:01+00:00,srutadipta,0,,0.0,0.25,Positive
342,"Sir, Please make Sunday 10 10 program as - My Road Clean Challenge - A Great Call for Community owning their roads - For Better Sanitation - Regards Pavan (BITS Pilani) ",2020-05-10 05:07:52+00:00,pavan503,0,,0.0,0.9062,Positive
343,https://youtu.be/Yj4UHc4rFCA Career in NGO Sector for Gradutes by Syed Munawar http://M.Tech (Bits Pilani) with presentation slides.,2020-05-10 00:46:59+00:00,CGC_NGO,9,,0.0,0.0,Neutral
344,"Hello! My name is Sneha Chilumula, I am the Software Analyst for #SunnyDayFund. I dig through code to puzzle solve, and is a recent grad of BITS-Pilani in Hyderabad, India. My #financialgoals include planning a trip to NC, get a Master's Degree in CS, and have an #EmergencyFund",2020-05-09 17:50:20+00:00,sunnydayfund,0,#SunnyDayFund #financialgoals #EmergencyFund,0.0,0.2714,Positive
345,Alumni Achievement Read More @https://bit.ly/35NXHI2 #BITSPilani #BITSians #BITSAlumniRelations,2020-05-09 13:46:49+00:00,bitspilaniindia,3,#BITSPilani #BITSians #BITSAlumniRelations,1.0,0.0,Neutral
346,"We are live on YouTube Click the link Live Webinar on Harnessing Technology to Visualise Covid-19 Risk across India. By Sr. Prof Rajiv Gupta Sr. prof at BITS,Pilani, India. And Dr Sheetal Sekhari Associate Prof, Virginia University, USA https://youtu.be/2dDkBYk928c #live #CASPR",2020-05-09 13:32:18+00:00,CASPR_INDIA,0,#live #CASPR,0.0,-0.2732,Negative
347,"@anandmahindra Dear Sir, Feeling proud to inform you that a prototype solution of the COVID-19 tracking app made by our team of Students from VIT Vellore and BITS Pilani, been in the top teams in 2 hackathons( EUvsVirus and The Global Hack).",2020-05-09 12:22:32+00:00,SabooAnshuman,0,,0.0,0.8519,Positive
348,"@ndmaindia Dear Sir, Feeling proud to inform you that a prototype solution of the COVID-19 tracking app made by our team of Students from VIT Vellore and BITS Pilani, been in the top teams in 2 hackathons( EUvsVirus and The Global Hack).",2020-05-09 12:20:13+00:00,SabooAnshuman,0,,0.0,0.8519,Positive
349,"@RNTata2000 Dear Sir, Feeling proud to inform you that a prototype solution of the COVID-19 tracking app made by our team of Students from VIT Vellore and BITS Pilani, been in the top teams in 2 hackathons( EUvsVirus and The Global Hack).",2020-05-09 12:17:38+00:00,SabooAnshuman,0,,0.0,0.8519,Positive
350,"@narendramodi Dear Sir, Feeling proud to inform that a prototype solution of COVID-19 tracking app made by our team of Students from VIT Vellore and BITS Pilani, been in the top teams in 2 hackathons( EUvsVirus and The Global Hack). @PMOIndia",2020-05-09 12:12:00+00:00,SabooAnshuman,0,,0.0,0.8519,Positive
351,"BITS Pilani, K. K. Birla Goa Campus, Wanted JRF ",2020-05-09 08:04:30+00:00,princdurai,0,,0.0,0.0,Neutral
352,Back to campus! #throwback #3monthsold #nostalgia #itsmagic #after9years #desserts #friedmaggie @BITS Pilani https://www.instagram.com/p/B_8FjejFZNQnAONLUoPKlDgRel9NVOYYTkm6Ko0/?igshid=1ieu0k0qzeisk,2020-05-08 19:37:05+00:00,ksatyasandeep,0,#throwback #3monthsold #nostalgia #itsmagic #after9years #desserts #friedmaggie,0.0,0.0,Neutral
353,"$SPY $DIA $QQQ $IWM $IBB $XBI * Invent batteries ( car, house ); Birla Institute of Technology &amp; Science ( BITS, Pilani ). 85% of car battery should be recharged in 15 minutes. * Make Solar panel farms * Make Battery charging stations from west to east; north to south",2020-05-08 15:28:43+00:00,nixon786,0,,0.0,0.0,Neutral
354,I fondly remember Swami Chinmayananda ji on this #chinmayajayanti today. He was a regular visitor to our campus at #BITSPilani &amp; that's where I had a chance to interact with him the first time. What an amazing man! How elegant and uplifting his inspiring stories! #FridayThoughts,2020-05-08 10:46:37+00:00,Dilleye,0,#chinmayajayanti #BITSPilani #FridayThoughts,0.0,0.9347,Positive
355,BITSian COVID-19 Initiative Read more @https://bit.ly/3ds8GcB #BITSPilani #BITSians #BITSAlumniRelations,2020-05-08 07:50:26+00:00,bitspilaniindia,2,#BITSPilani #BITSians #BITSAlumniRelations,1.0,0.0,Neutral
356,"Indian companies don't care for US degrees They only care for IIT, NIT, Bits Pilani brand",2020-05-08 07:49:19+00:00,allmuviz,0,,0.0,0.1461,Positive
357,In the situation of COVID-19 BITSPilani a top university is asking students to pay 60000 RS for home internship Students cannot pay this amount for working from home please look into it. #BITS #Pilani #unfair @PMOIndia @HRDMinistry @narendramodi @ashokgehlot51 @AdityaBirlaGrp,2020-05-08 05:53:37+00:00,Kartik5677,7,#BITS #Pilani #unfair,0.0,-0.0268,Neutral
358,"#throughback #amazingconference #ICDD2020 #instapic #instalove #picoftheday #researcherlife #lovemyprofession @Pearl, BITS Pilani Hyderabad Campus https://www.instagram.com/p/B_6cH4QnlPbDWEfwDoqzVw16yD2oi8CTTm9UMQ0/?igshid=1o169au2bkm13",2020-05-08 04:15:49+00:00,udhayacute1,0,#throughback #amazingconference #ICDD2020 #instapic #instalove #picoftheday #researcherlife #lovemyprofession,0.0,0.0,Neutral
359,Nominate Now For DAA-2020 http://discovery.bits-pilani.ac.in/DAA2020/index.aspx #BITSDAA2020 #BITSPilani #BITSians #BITSAlumniRelations,2020-05-08 02:08:51+00:00,bitspilaniindia,2,#BITSDAA2020 #BITSPilani #BITSians #BITSAlumniRelations,1.0,0.0,Neutral
360,"@AlluSirish For your Mella Mellaga song in ABCD, there is no choreography as such in the movie but see how BITS Pilani team have nicely choreographed it. Please click below youtube link: ",2020-05-07 18:34:46+00:00,Madhuri66309115,0,,0.0,0.7351,Positive
361,"@TelanganaCMO hello sir, my brother is a student in BITS Pilani and wants to come back to Maharashtra. Can you please help us in this situation. @TelanganaDGP",2020-05-07 15:33:07+00:00,AniruddhSawant6,0,,0.0,0.6124,Positive
362,Ahaha Please Abhishek sir next time involved me in these spats. I am an electronics engineer from BITS Pilani myself. Would be a personal pleasure to school these pseudo scientists ,2020-05-07 11:42:33+00:00,sbh_kc,0,,0.0,0.7184,Positive
363,CANBANK VC presents Conquest BITS Pilani's startup Accelerator ,2020-05-07 07:41:29+00:00,Issuewired,0,,0.0,0.0,Neutral
364,"@narendramodi Dear sir, proud to inform you that our team from BITS Pilani and VIT Vellore have developed an app which can supplement Aarogya Setu's environment for containing COVID-19 virus. We have been in the top teams in 2 hackathons( EUvsVirus and The Global Hack). @PMOIndia",2020-05-07 04:15:32+00:00,BaserManit,0,,0.0,0.7579,Positive
365,"Hey Tilde! This is totally random and out of context. But, we are a couple of students from BITS Pilani, India and we've developed Closer which basically looks like something if Twitter and Tinder would've had a baby. You can have a look at the app at http://bit.ly/closerdate",2020-05-06 19:25:12+00:00,pareshmukh,0,,0.0,0.5487,Positive
366,"For your Mella Mellaga song in ABCD, there is no choreography as such in the movie but see how BITS Pilani team have nicely choreographed it. Please click below youtube link: https://youtu.be/Q7OOryoK-k8",2020-05-06 18:36:55+00:00,Madhuri66309115,0,,0.0,0.7351,Positive
