,Unnamed: 0,Topic,question,Followers,Answers,Ratio,Engagement potential,Last action,Parsed time,Question link,answers,compound,Sentiment,old_score,followers_n,engagement,sentiment_score
779,779,Indian-Institute-of-Technology-Madras-IITM,"What is the scope of doing an MS in manufacturing from IIT Madras, and what are the placements?",1,1,1/1,No,Followed,2019-04-13,https://www.quora.com/What-is-the-scope-of-doing-an-MS-in-manufacturing-from-IIT-Madras-and-what-are-the-placements,"Hari om, you are asking a question as to : “ What is the scope of doing an MS in manufacturing from IIT, MADRAS, and what are the placements? “. Hari om. ANSWER : Doing MS in manufacturing is much more simpler. You can take development of some sub-system of any existing equipment and develop it with some novel features. Luckily for Madras, you have lots of Industries around the city and you will get easily employed in Ambattur, Padi, Guindy, Korattur, KCP like industries. Go ahead. All the best. Hari om. Hari om. ",0.9287,Positive,5,0.011494252873563218,0,5
780,780,Indian-Institute-of-Technology-Madras-IITM,Why IISc is not ranked first in NIRF rankings? What makes IIT Madras and IIT Bombay better than IISc?,8,1,8/1,Yes,Followed,2019-04-14,https://www.quora.com/Why-IISc-is-not-ranked-first-in-NIRF-rankings-What-makes-IIT-Madras-and-IIT-Bombay-better-than-IISc,"Well in overall ranking IISc is at number 2 , narrowly behind IITM. IITB is below IISc in overall ranking so am comparing IITM and IISc here  The main scores are calculated on basis on 5 criterias and let me brief it TLR - Teaching learning resources, Both are somewhat comparable but owing to higher number of UG programmes and more faculties keeps IITM a nose ahead RPC - Resource and Professional Practice ,No doubt IISc way ahead ,thanks to the quality researches and more number of doctoral students GO - Graduation Outcome, Graduation outcome and PhD passouts makes this list and as it's said earlier more number graduates and more engineering oriented courses keeps IITM above OI outreach inclusivity includes the students from different states and women students,owing to the higher number of engg students from all walks of life pushes IITM way ahead of IISc though the multiplication factor is less,still IITM is way ahead Perception The least factor in ranking scores denotes the perception about the institute and as we all have a perception that IISc is more good than IITM gives a score of 100 to IISc. Hope this will help in answering the question to an extent. ",0.9653,Positive,5,0.09195402298850575,1,5
781,781,Indian-Institute-of-Technology-Madras-IITM,How should I prepare for my direct PhD interview (civil) at IIT Madras?,1,2,1/2,No,Followed,2019-04-12,https://www.quora.com/How-should-I-prepare-for-my-direct-PhD-interview-civil-at-IIT-Madras,First of all congrats for getting a call from IIT-M. Usually you have written test followed by an interview. You will be provided a board and the interview panel begin the discussion either with your BTech project or your topic of interest. Its up to you how to bring the discussion in your domain of interest. They will always start with basics/fundamentals and slowly go on increasing the complexity of the problem. Always keep in mind that learning any formula wont help to survive during the interview. Based on the complexity of problem the panel members will give you hint until you give correc Continue ReadingFirst of all congrats for getting a call from IIT-M. Usually you have written test followed by an interview. You will be provided a board and the interview panel begin the discussion either with your BTech project or your topic of interest. Its up to you how to bring the discussion in your domain of interest. They will always start with basics/fundamentals and slowly go on increasing the complexity of the problem. Always keep in mind that learning any formula wont help to survive during the interview. Based on the complexity of problem the panel members will give you hint until you give correct answer. At last few questions related to Mathematics are also asked (GATE level Maths only). The interview will usually continue for 20–50 minutes. In my case it went for 50 minutes. In short I would say be clear with your fundamentals and you can easily get into IITM. All the best! ,0.9322,Positive,5,0.011494252873563218,0,5
782,782,Indian-Institute-of-Technology-Madras-IITM,How should I prepare for my direct PhD interview (civil) at IIT Madras?,1,2,1/2,No,Followed,2019-04-12,https://www.quora.com/How-should-I-prepare-for-my-direct-PhD-interview-civil-at-IIT-Madras,Pls go through this link for preparation. https://owncloud.iitm.ac.in/index.php/s/9ykwGifQRie8JLn ,0.0772,Positive,3,0.011494252873563218,0,3
783,783,Indian-Institute-of-Technology-Madras-IITM,Is IIT Madras India's top higher Education institute?,2,2,2/2,No,Followed,2019-04-11,https://www.quora.com/Is-IIT-Madras-Indias-top-higher-Education-institute,"According to NIRF (National Institutional Ranking Framework) IITM is indeed Number 1 University of India. It was Number 2 in 2017 and 2018 University ranks (IISc was No. 1). But according to foreign websites like QS, IITM is ranked No. 3 among engineering colleges after IITB and IITD. ",0.5499,Positive,4,0.022988505747126436,1,5
784,784,Indian-Institute-of-Technology-Madras-IITM,Is IIT Madras India's top higher Education institute?,2,2,2/2,No,Followed,2019-04-11,https://www.quora.com/Is-IIT-Madras-Indias-top-higher-Education-institute,Yes.. For the past four years IITM is being the India’s Top engineering college as per NIRF ranking. For the first time IITM stands no. 1 in overall category in NIRF 2019. ,0.5423,Positive,4,0.022988505747126436,1,5
785,785,Indian-Institute-of-Technology-Madras-IITM,Why IIT Madras ranked on top in NIRF rankings 2019?,6,8,6/8,No,Followed,2019-05-31,https://www.quora.com/Why-IIT-Madras-ranked-on-top-in-NIRF-rankings-2019,"In my humble reckoning, Students, Teachers and Parents can make or mar any institutions… Here, in IIT-Madras… Students : they have certain agenda getting automatically imbibed once they join…(i) search for excellence and (ii) personal integrity… Teachers : their agenda…(i) keep up-to-date and updated, (ii) be student-friendly and (iii) social sensitivity… Parents : their agenda…(i) total trust on faculty and the institute, per se ,(ii) zero interference and (iii) be supportive, when needed… They do not criss-cross their defined boundaries at all…instead constantly complement each other… Then come, s Continue ReadingIn my humble reckoning, Students, Teachers and Parents can make or mar any institutions… Here, in IIT-Madras… Students : they have certain agenda getting automatically imbibed once they join…(i) search for excellence and (ii) personal integrity… Teachers : their agenda…(i) keep up-to-date and updated, (ii) be student-friendly and (iii) social sensitivity… Parents : their agenda…(i) total trust on faculty and the institute, per se ,(ii) zero interference and (iii) be supportive, when needed… They do not criss-cross their defined boundaries at all…instead constantly complement each other… Then come, serene and education-friendly environment, 24X7 library well equipped with modern facilities, ideal mix of highly capable regular, adjunct and visiting faculty members, excellent balance between “classroom teaching and self-learning and extra-curricular activities”… I have seen the above stakeholders of IIT-M do not crib about anything, be it shortage of grants, lack of focus from Government, relatively slow infra growth and so on… They collectively address any issues of significance, prioritize and resolve, with an extreme sense of ownership and an inclusive approach… One thing so peculiar about IIT-M is : All these 3 entities “shoot their arrows in the same direction”…the direction of realizing the dreams of all of them, at any cause. If these aspects are cautiously sustained in IIT-M, the institute will continue to stay-put at the same top slot for ever… God bless IIT-Madras and its leadership… ",0.9941,Positive,5,0.06896551724137931,1,5
786,786,Indian-Institute-of-Technology-Madras-IITM,Why IIT Madras ranked on top in NIRF rankings 2019?,6,8,6/8,No,Followed,2019-05-31,https://www.quora.com/Why-IIT-Madras-ranked-on-top-in-NIRF-rankings-2019,"Thanks for A2A. Wonderful question because many have this question “ How come IITM topped the ranking having IISc, IITD, IITB etc ?” Firstly, This is the ranking system only for Indian institutes. Believe me this ranking is 100 % correct when you look from Indian prospective. You asked about factors, let me tell you important ones. As IITs are government funded and this ranking is also through govt. Hence, according to me the most important factor would be the better utilization of govt fund as well as resource of the country. IITM has the best teaching faculty. You open NPTEL and you would know.RContinue ReadingThanks for A2A. Wonderful question because many have this question “ How come IITM topped the ranking having IISc, IITD, IITB etc ?” Firstly, This is the ranking system only for Indian institutes. Believe me this ranking is 100 % correct when you look from Indian prospective. You asked about factors, let me tell you important ones. As IITs are government funded and this ranking is also through govt. Hence, according to me the most important factor would be the better utilization of govt fund as well as resource of the country. IITM has the best teaching faculty. You open NPTEL and you would know.Research activities are highly oriented towards Indian needs.IITM is really committed to deliver the usable end user product in its research activities.Just few recent references (I could just recall quickly but there are many): Read more at: I think such work is the major push but off course there are other factors too. IIT-Madras creates ‘Shakti’, India’s first microprocessor - Times of India2. https://www.thebetterindia.com/1... 3. Bright lights of IIT Madras devise wonder water filter ",0.9758,Positive,5,0.06896551724137931,1,5
787,787,Indian-Institute-of-Technology-Madras-IITM,Which IIT should I choose with a rank of 104 in JAM MA 2019?,1,1,1/1,No,Followed,2019-04-09,https://www.quora.com/Which-IIT-should-I-choose-with-a-rank-of-104-in-JAM-MA-2019,"If you are getting Kanpur . Choose that. Otherwise choose Madras or Delhi, depending upon your choice. I would have chosen Madras. Ranking of IITs which are good in pure mathematics (In decreasing order) at BS and MS level.( In my view) 1. IIT B 2. IIT K 3. IIT M 4. IIT D ",0.4404,Positive,4,0.011494252873563218,0,4
788,788,Indian-Institute-of-Technology-Madras-IITM,IIT-Madras has topped HRD's national ranking of higher institutes (see link).What do you think are the factors that makes IIT-Madras stand apart form the other institutes?,2,4,2/4,No,Followed,2019-04-09,https://www.quora.com/IIT-Madras-has-topped-HRDs-national-ranking-of-higher-institutes-see-link-What-do-you-think-are-the-factors-that-makes-IIT-Madras-stand-apart-form-the-other-institutes,"Hari om, you are asking a question as to : “ IIT -Madras has topped HRD’s national ranking of Higher institutions (see link ). What do you think are the factors that makes IIT -Madras stand apart from the other institutes?”. Hari om. Hari om. Hari om. ANSWER : NEWSLIVE TV APPMAGAZINENews Education Today News IIT Madras declared best engineering college of India, strikes hat-trick in NIRF Rankings IIT Madras declared best engineering college of India, strikes hat-trick in NIRF Rankings For the third consecutive year, IIT Madras has been ranked as the best engineering college in the country by the HRD Mi Continue ReadingHari om, you are asking a question as to : “ IIT -Madras has topped HRD’s national ranking of Higher institutions (see link ). What do you think are the factors that makes IIT -Madras stand apart from the other institutes?”. Hari om. Hari om. Hari om. ANSWER : NEWSLIVE TV APPMAGAZINENews Education Today News IIT Madras declared best engineering college of India, strikes hat-trick in NIRF Rankings IIT Madras declared best engineering college of India, strikes hat-trick in NIRF Rankings For the third consecutive year, IIT Madras has been ranked as the best engineering college in the country by the HRD Ministry.  India Today Web Desk  IIT Madras The Indian Institute of Technology Madras Browse through the following links for further details regarding the answers to your questions on the HRD’S national rankings of Higher Institutions : IIT Madras declared best engineering college of India, strikes hat-trick in NIRF Rankings IIT-Madras tops HRD Ministry’s list as best higher educational institute in India HRD rankings: IIT-Madras best institution, IISc Bangalore best varsity, Miranda House best college Hari om. Hari om. ",0.992,Positive,5,0.022988505747126436,1,5
